CAS	Tm	Tb	Hfus	Hvap	Hf	S0	LFL	UFL	T_flash	T_autoignition	RI	RIT	logP
4360-12-7	479.15												
4363-93-3	323.15												
436799-32-5	313.15												
436799-33-6	318.15												
4368-28-9	498.15												
4369-55-5	382.15												
437-38-7	356.15												
437-64-9	562.15												
437-81-0	289.15												
4378-40-9	398.15												
4383-06-6	409.15												
4385-56-2	402.15												
4389-45-1	449.15												
4394-85-8	295.15												
4397-53-9	345.15												
440-60-8	307.15												
4401-20-1	288.15												
4403-36-5	431.15												
4407-36-7	307.15												
4408-60-0	442.15												
441060-95-3	352.15												
4412-96-8	408.15												
4414-88-4	482.15												
442-51-3	537.15												
4421-08-3	360.15												
4421-09-4	366.15												
4421-95-8	203.15												
4422-95-1	309.15												
4424-17-3	405.15												
4425-73-4	505.15												
443-33-4	399.15												
443-42-5	342.15												
443-69-6	499.15												
443-86-7	280.15												
4437-51-8	263.15												
444-14-4	313.15												
444-30-4	319.15												
4441-01-4	401.15												
4441-12-7	463.15												
4441-63-8	304.15												
444120-91-6	429.15												
4442-79-9	253.15												
445-01-2	252.15												
445-03-4	282.15												
445-28-3	389.15												
445-29-4	397.15												
4453-82-1	334.15												
4455-77-0	390.15												
446-08-2	456.15												
446-09-3	311.15												
446-10-6	299.15												
446-17-3	371.15												
446-24-2	346.15												
446-30-0	478.15												
446-31-1	483.15												
446-32-2	467.15												
446-33-3	293.15												
446-34-4	326.15												
446-35-5	283.15												
446-36-6	306.15												
446-52-6	228.15												
446-72-0	573.15												
4460-86-0	386.15												
4461-29-4	420.15												
446299-84-9	400.15												
447-31-4	340.15												
447-53-0	265.15										1.582		
447-60-9	291.15												
447-61-0	233.15												
4476-28-2	325.15												
4487-59-6	411.15												
4495-66-3	373.15												
4498-68-4	406.15												
450-62-4	305.15												
450-83-9	334.15												
451-40-1	328.15												
451-46-7	299.15												
451-82-1	336.15												
4518-10-9	324.15												
4519-39-5	435.15												
452-58-4	385.15												
452-67-5	238.15												
452-69-7	307.15												
452-70-0	303.15												
452-72-2	307.15												
452-77-7	306.15												
452-83-5	299.15												
452-86-8	341.15												
45206-91-5	310.15												
4521-22-6	330.15												
4521-31-7	305.15												
4521-33-9	347.15												
4521-61-3	353.15												
4526-07-2	385.15												
453-71-4	397.15												
4530-20-5	361.65												
454-29-5	505.15												
454-78-4	250.15												
454-92-2	378.15												
4542-47-6	294.15												
4543-66-2	291.15												
4548-45-2	380.15												
4549-32-0	289.15												
455-00-5	330.15												
455-13-0	265.15												
455-14-1	280.15												
455-15-2	352.15												
455-16-3	314.15												
455-18-5	311.15												
455-19-6	274.65												
455-24-3	494.15												
455-32-3	245.15												
455-36-7	270.15												
455-37-8	404.15												
455-38-9	396.15												
455-40-3	394.15												
455-86-7	396.15												
455-87-8	488.15												
455-88-9	312.15												
455-91-4	365.15												
455-93-6	377.15												
4559-96-0	310.15												
456-04-2	321.15												
456-06-4	437.15												
456-22-4	458.15												
456-49-5	238.15												
456-71-3	429.15												
4563-33-1	376.15												
45644-21-1	344.15												
457-68-1	302.15												
45767-66-6	310.15												
458-09-3	405.15												
458-37-7	446.15												
458-45-7	318.15												
458532-96-2	435.15												
459-31-4	363.15												
459-56-3	296.15												
459-57-4	263.15												
459-60-9	228.15												
4593-90-2	311.15												
4595-59-9	345.15												
4595-60-2	328.15												
4597-87-9	288.15												
460-00-4	257.15												
460-12-8	236.75												
460-19-5	245.37222	252.03889					0.066	0.32					
460081-18-9	371.15												
4604-72-2	473.15												
4606-65-9	333.15												
461-58-5	483.15												
461-72-3	495.15												
461-84-7	332.15												
461-89-2	549.15												
461-96-1	246.15												
461-98-3	458.15												
46118-95-0	465.15												
4616-63-1	424.15												
4617-33-8	359.15												
4619-20-9	399.15												
4619-74-3	355.15												
462-06-6	231.15												
462-08-8	334.15												
462-94-2	282.15												
462-95-3	207.15												
463-40-1	160.15												
463-51-4	123.15	217.03889											
463-82-1		282.65											
4635-59-0	224.15												
4637-24-5	188.15												
464-07-3	278.15												
464-45-9	480.15												
464-48-2	451.15												
464-49-3	451.15												
464-72-2	450.15												
4640-66-8	403.15												
4640-68-0	389.15												
4641-57-0	339.15												
464192-28-7	367.15												
4648-54-8	178.15												
4651-91-6	416.15												
4651-97-2	447.15												
4653-08-1	392.15												
4654-08-4	391.15												
4659-45-4	290.15												
466-37-5	455.15												
4664-16-8	470.15												
4670-10-4	376.15												
4671-82-3	451.15												
468074-92-2	319.15												
4684-94-0	467.15												
4688-76-0	452.15												
469-83-0	431.15												
4694-91-1	519.15												
4695-13-0	439.15												
4695-62-9	279.15												
470-23-5	381.15												
470-82-6	274.15												
4702-13-0	469.15												
470463-42-4	406.15												
4707-24-8	417.15												
4707-71-5	375.15												
471-25-0	291.15												
471-34-1											1.6		
4721-24-8	382.15												
4727-72-4	335.15												
473-55-2	220.15												
473-98-3	524.15												
4731-65-1	473.15												
4733-39-5	555.15												
4742-89-6	442.15												
4743-58-2	424.15												
474898-23-2	440.15												
4755-50-4	418.15												
476-66-4	723.15												
4767-03-7	462.15												
4769-96-4	416.15												
4769-97-5	478.15												
4771-47-5	510.15												
4771-49-7	460.15												
4771-50-0	483.15												
4771-80-6	290.15												
4774-14-5	327.15												
4780-79-4	334.15												
4787-77-3	384.15												
479-23-2	446.15												
479-27-6	336.15												
479-33-4	491.15												
479-45-8	404.26111												
479-59-4	308.15												
479-61-8	425.45												
4790-79-8	492.15												
479091-06-0	385.15												
4792-58-9	429.15												
4792-67-0	441.15												
480-40-0	560.15												
480-63-7	427.15												
480-96-6	342.15												
481-39-0	435.15												
4815-30-9	388.15												
4815-36-5	365.15												
4819-69-6	391.15												
482-05-3	502.15												
4835-90-9	397.15												
4837-19-8	378.15												
4837-20-1	443.15												
4837-88-1	326.15												
4837-90-5	343.15												
4839-46-7	374.15												
484-47-9	549.15												
484-65-1	356.15												
484-66-2	432.15												
4845-50-5	374.15												
4845-58-3	525.15												
485-35-8	425.65	491.15											
485-63-2	554.15												
485-71-2	477.15												
4857-06-1	456.15												
4857-42-5	445.15												
4858-28-0	348.15												
486-25-9	357.15												
486-70-4	337.15												
486-74-8	527.15												
4860-03-1	282.15												
4864-01-1	383.15												
486424-36-6	325.15												
487-06-9	421.15												
487-21-8	621.15												
487-26-3	350.15												
487-68-3	287.15												
487-89-8	470.15												
4877-93-4	427.15												
488-11-9	396.15												
488-17-5	338.15												
488-47-1	464.15												
488-81-3	376.15												
488-82-4	375.15												
488-93-7	395.15												
488-98-2	253.15												
4887-80-3	395.15												
489-01-0	378.15												
489-17-8	454.15												
489-84-9	305.15												
4894-75-1	353.15												
4897-50-1	341.15												
490-64-2	417.15												
490-78-8	479.15												
491-30-5	487.15												
491-35-0	283.15												
491-36-1	491.15												
491-37-2	311.15												
491-67-8	542.15												
491-78-1	431.15												
491-80-5	485.15												
4919-33-9	362.15												
4919-37-3	497.15												
492-22-8	485.15												
492-37-5	268.15												
492-62-6	423.65												
492-86-4	393.15												
492-88-6	340.15												
492-94-4	437.15												
492-97-7	305.15												
4920-80-3	529.15												
4920-84-7	347.15												
4920-95-0	349.15												
4923-87-9	319.15												
4926-45-8	478.15												
4926-47-0	366.15												
493-01-6	230.25	468.95									1.481		
493-02-7	242.8	460.45									1.4695		
493-77-6	508.15												
494-19-9	380.15												
494-99-5	300.15												
4940-11-8	435.15												
4942-47-6	410.15												
495-40-9	285.15												
495-69-2	463.15												
495-71-6	419.15												
495-76-1	326.15												
495-78-3	360.15												
49561-96-8	302.15												
49584-26-1	382.15												
49594-75-4	366.15												
496-11-7	221.75	449.15											
496-15-1	252.15												
496-16-2	252.15												
496-41-3	467.15												
496-69-5	317.15												
496-72-0	361.15												
496-74-2	303.15												
496-78-6	345.15												
49608-01-7	301.15												
49609-84-9	313.15												
49617-83-6	323.15												
49619-82-1	369.15												
49623-71-4	459.15												
49637-22-1	440.15												
4964-71-0	319.15												
49647-20-3	307.15												
4966-28-3		629.85											
497-18-7	429.15												
497-19-8	1125.15												
497-23-4	277.15												
497-25-6	360.15												
497-38-1	368.15												
497-76-7	472.65												
49713-51-1	540.15												
49761-82-2	319.15												
4977-62-2	402.15												
497959-31-6	332.15												
497959-32-7	319.15												
498-00-0	387.15												
498-02-2	387.65												
498-07-7	455.15												
498-23-7	363.15												
498-66-8	319.15												
498-74-8	335.15												
4981-63-9	309.15												
49844-90-8	271.15												
49845-33-2	303.15												
499-06-9	443.15												
499-49-0	572.15												
499-75-2	275.65	514.65									1.523		
4998-07-6	467.15												
50-00-0	180.92778	252.03889			-115900		0.07	0.73					
50-02-2													1.83
50-21-5	291.15												
50-23-7	487.15												
50-27-1	554.15												
50-28-2	450.15	719.05							482.75				4.01
50-29-3	381.48333								350.37222				
50-30-6	416.15												
50-32-8	452.15												
50-33-9	380.15												
50-36-2	371.15	460.15									1.5022		
50-43-1	436.15												
50-45-3	441.15												
50-55-5	538.15												
50-66-8	495.15												
50-67-9	440.65	689.15											
50-69-1	357.15												
50-70-4	368.15												
50-78-2	408.15												
50-79-3	426.15												
50-81-7	465.15												
50-84-0	435.15												
50-85-1	451.15												
50-89-5	461.15												
50-91-9	423.15												
50-99-7	424.15												
500-22-1	281.15												
500-99-2	319.15												
5000-65-7	335.15												
5004-45-5	513.15												
5006-66-6	588.15												
500912-15-2	320.15												
500912-17-4	293.15												
501-30-4	427.15												
501-52-0	322.15												
501-53-1	253.15												
501-65-5	333.15												
501-94-0	364.15												
501-97-3	402.15												
502-42-1	252.15												
502-44-3	271.15												
502-45-4	431.15												
502-49-8	314.15												
502-56-7	223.15												
502-65-8	447.15												
502-72-7	337.15												
502-97-6	355.15												
5022-29-7	349.15												
50262-67-4	312.15												
502762-92-7	348.15												
503-17-3	241.15												
503-30-0	176.15												
503-38-8	216.15	400.65									1.4566		
503-74-2	240.15												
5031-78-7	323.15												
503309-11-3	387.15												
5034-74-2	402.15												
50342-17-1	361.15												
5036-48-6	205.15												
50361-05-2	273.25	463.15									1.6076		
504-01-8	303.15												
504-02-9	376.15												
504-07-4	552.15												
504-15-4	380.65	561.65											
504-24-5	432.15												
504-29-0	331.48333	483.70556							340.92778				
504-44-9		592											
504-53-0	360.15												
504-63-2	247.15												
5044-37-1	348.15												
50488-42-1	319.15												
5049-61-6	393.15												
505-23-7	327.15												
505-48-6	416.15												
505-60-2	286.65	471.15							378.15		1.5313		
505-66-8	314.15												
50543-23-2	400.15												
50551-58-1	358.15												
50594-78-0	376.15												
50594-82-6	263.15												
506-12-7	334.15	636.95											
506-13-8	372.15												
506-24-1	318.15												
506-30-9	348.15												
506-32-1	223.65								386.15				
506-33-2													
506-68-3	325.15												
506-77-4	266.48333	285.92778											
506-80-9	229.45	398.65											
506-96-7	177.15												
50622-09-8	320.15												
50625-96-2	435.4												
50635-24-0	342.15												
50650-59-4	432.15												
5069-26-1	321.15												
507-09-5	256.15												
507-16-4	221.15												
507-19-7	253.15												
507-20-0	247.15												
5070-13-3	411.15												
50720-12-2	304.15												
5074-71-5	335.15												
50743-17-4	448.15												
50743-18-5	425.15												
5076-82-4	418.15												
50764-85-7	402.15												
50782-69-9	223.15	571.15											
50793-85-6	319.15												
5081-36-7	506.15												
5081-37-8	358.15												
5081-42-5	341.15												
50820-65-0	352.15												
508203-48-3	317.15												
50823-87-5	312.15												
50824-04-9	357.15												
50824-05-0	296.15												
50884-94-1	327.15												
50892-13-2	387.65												
50892-24-5	462.65												
50893-53-3	208.15												
509-14-8	287.03889	399.26111											
50907-19-2	431.15												
50907-20-5	416.15												
50907-21-6	483.15												
50907-22-7	436.15												
50907-46-5	453.15												
50920-65-5	412.15												
50928-80-8		1038.05							689.55				
5093-32-3	344.15												
5093-64-1	473.15												
50990-93-7	293.15												
51-17-2	445.15												
51-28-5	380.15												
51-36-5	459.15												
51-43-4	491.15												
51-44-5	480.15												
51-45-6	356.65	482.65											
51-48-9	505.15												
51-61-6	401.15												
51-66-1	400.15												
51-75-2	213.15	348.15											
51-79-6	322.15												
51-80-9	218.15												
5100-98-1	300.15												
5104-49-4	386.15												
51069-11-5	397.15												
5111-65-9	381.15												
5111-70-6	382.15												
5112-95-8	359.15												
511295-00-4	400.15												
511295-01-5	416.15												
51135-39-8	477.65												
51135-96-7	353.15												
51145-59-6	411.15												
51149-08-7	412.15												
51162-26-6	522.15												
5117-12-4	265.15												
5118-06-9	319.15												
51185-05-8	1273.15												
512-56-1	227.15												
512-63-0	453.15												
5122-16-7	304.15												
5122-20-3	329.15												
5122-94-1	516.15												
5122-95-2	482.15												
51234-22-1	352.65												
5124-30-1	287.15								474.81667				
51282-49-6	322.15												
51292-43-4	338.15												
513-12-2	311.15												
513-35-9	139.15												
513-36-0	142.15												
513-38-2	180.15												
513-48-4	169.15												
513-77-9					-1211000						1.6		
513-81-5	197.15												
51323-43-4	488.15												
51329-15-8	336.15												
51336-46-0	426.65												
51336-94-8	319.15												
51362-37-9	431.15												
514-10-3	447.15												
51417-51-7	316.15												
51419-59-1	350.15												
5144-10-5	432.15												
51446-30-1	478.15												
51446-31-2	489.15												
51449-86-6	426.15												
5147-80-8	355.15												
514797-99-0	299.15												
51492-02-5	456.65												
515-83-3	323.15												
51508-06-6	535.15												
51513-29-2	312.15												
51516-67-7	444.15												
51516-68-8	458.15												
51521-98-3	527.65												
51522-00-0	473.65												
51522-24-8	431.15												
51527-73-2	319.15												
5153-40-2	435.15												
5158-50-9	144.15												
51584-21-5	360.15												
5159-41-1	364.15												
5162-03-8	319.15												
5162-48-1	260.15												
5162-82-3	472.15												
51628-12-7	326.15												
51639-48-6	369.15												
51640-52-9	458.15												
51676-74-5	363.15												
51688-73-4	416.15												
517-28-2	413.15												
517-51-1	606.15												
51762-67-5	437.15												
51770-71-9	441.15												
51788-80-8	325.15												
517918-95-5	501.15												
518070-19-4	415.15												
51863-60-6	417.15												
51871-62-6	377.15												
51873-95-1	345.15												
51896-27-6	410.15												
519-05-1	420.15												
519-34-6	495.15												
519-73-3	366.15	632.15											
519137-40-7	500.65												
5192-03-0	405.15												
5192-04-1	364.15												
5192-23-4	381.15												
5192-62-1	483.15												
5197-28-4	379.15												
51980-54-2	357.15												
52-51-7	400.15												
520-33-2	503.15												
520-45-6	384.15												
520-52-5		796.59											
52009-64-0	470.15												
52014-55-8	1735.15												
5202-85-7	444.15												
5202-86-8	413.15												
5202-89-1	342.15												
52023-68-4	402.15												
52067-36-4	320.15												
52085-14-0	352.15												
52092-43-0	418.15												
52092-47-4	395.15												
521-31-3	601.15												
521-52-8	421.15												
521-74-4	474.15												
52130-17-3	460.15												
52147-70-3	405.15												
5216-17-1	307.15												
5216-25-1	279.15												
52182-15-7	303.15												
52185-43-0	543.15												
522-75-8	632.15												
5220-49-5	404.15												
52200-48-3	328.15												
5222-73-1	328.15												
5223-06-3	315.15												
5228-48-8	402.15												
5228-49-9	433.15												
52287-52-2	338.15												
523-31-9	314.15												
523-42-2	373.15												
52333-93-4	427.65												
52334-52-8	496.15												
52334-81-3	304.15												
52334-82-4	481.65												
52364-71-3	321.15												
52364-72-4	327.15												
52366-15-1	567.65												
52378-66-2	396.65												
524-95-8	462.15												
52407-43-9	312.15												
5241-66-7	322.15												
52415-29-9	365.15												
52431-30-8	409.15												
52431-78-4	443.15												
5246-57-1	363.35												
52488-36-5	290.15												
52493-40-0	352.4												
52499-94-2	353.15												
525-52-0	439.15												
525-82-6	370.15												
52507-57-0	507.15												
52522-99-3	346.15												
5253-02-1	413.15												
52548-15-9	429.65												
52548-64-8	420.15												
52548-98-8	357.15												
526-55-6	331.15												
526-73-8	247.59444	449.26111					0.008	0.066					
526-75-0	345.15												
526-95-4	404.15												
52605-96-6	320.15												
5263-87-6	292.15												
5267-64-1	365.15												
52692-09-8	370.15												
527-20-8	505.15												
527-54-8	379.15												
527-60-6	345.15												
527-61-7	343.15												
527-69-5	272.15												
527-72-0	401.15												
52709-83-8	323.15												
52709-84-9	294.15												
5271-26-1	358.15												
5271-27-2	331.15												
52727-57-8	345.15												
5274-70-4	383.15												
52767-84-7	482.15												
52791-04-5	548.15												
52791-08-9	548.15												
528-21-2	444.15												
528-29-0	390.92778	592.03889							423.15				
528-44-9	511.15												
528-45-0	438.15												
528-75-6	340.15												
52804-11-2	318.65												
52807-27-9	319.15												
52845-68-8	419.15												
529-17-9		436.15											
529-19-1	259.15												
529-20-4	238.15												
529-34-0	280.15												
529-35-1	343.15												
52918-63-5	371.15	573.15											
5292-45-5	347.15												
5292-47-7	355.15												
5292-53-5	303.15												
5293-97-0	325.15												
529512-81-0	465.15												
53-03-2	510.15												
53-06-5	498.65												
53-16-7	532.15												
53-35-0	512.15												
53-86-1	433.15												
53-96-3	467.03889												
530-44-9	362.15												
530-48-3	279.15												
530-55-2	528.15												
530-56-3	404.15												
530-57-4	480.15												
530-62-1	391.15												
530-78-9	407.15												
530-93-8	291.15												
5306-98-9	346.15												
53064-99-6	498.15												
5307-17-5	416.15												
531-37-3	332.15												
531-59-9	392.15												
531-81-7	465.15												
531-91-9	521.15												
53101-51-2	427.9												
53104-95-3	351.15												
53117-18-3	384.65												
5312-97-0	355.15												
53159-78-7	392.9												
5317-32-8	323.15												
5318-27-4	346.15												
532-24-1	315.15												
532-27-4	329.81667	517.59444							390.92778				
532-28-5	263.15												
532-32-1	709.15						5.0962964e-06						
532-82-1	390.15												
532-91-2	427.15												
53218-26-1	326.15												
5325-20-2	450.15												
53250-83-2	467.15												
5326-34-1	304.15												
5326-38-5	375.15												
53268-33-0	447.15												
53279-72-4	486.15												
5328-37-0	432.15												
5329-12-4	415.15												
532967-21-8	454.15												
533-17-5	360.15												
533-30-2	361.15												
533-31-3	336.15												
533-58-4	313.15												
533-67-5	358.15												
533-68-6	269.15												
533-75-5	326.15												
533-98-2	208.15												
5330-38-1	359.15												
5331-43-1	341.15												
5331-91-9	472.15												
53312-77-9	368.15												
53312-81-5	367.15												
5332-24-1	287.15												
5332-26-3	420.15												
5332-52-5	270.37222	530.37222											
5333-05-1	487.15												
5333-27-7	333.15												
5333-34-6	433.15												
5334-30-5	489.15												
5334-39-4	406.15												
5334-56-5	562.65												
53344-74-4	515.15												
5337-93-9	280.15												
5339-26-4	342.15												
534-03-2	327.15												
534-07-6	317.15												
534-15-6	160.15												
534-17-8	1066.15				-1134900								
534-22-5	184.15												
534-26-9	373.15												
534-52-1	360.92778	585.37222											
534-85-0	352.15												
5341-95-7	306.15												
5344-27-4	282.15												
5344-49-0	437.15												
5344-78-5	304.15												
5344-90-1	356.15												
5345-27-7	507.15												
5345-42-6	323.15												
5346-38-3	396.15												
53469-21-9	254.26111	639.26111											
535-80-8	430.15												
5350-93-6	356.15												
5351-17-7	501.15												
5351-69-9	411.15												
53518-15-3	496.15												
5356-71-8	404.15												
53595-66-7	390.15												
536-38-9	369.15												
536-40-3	437.15												
536-60-7	300.15												
536-66-3	392.15												
536-74-3	228.15												
536-75-4	182.15												
536-78-7	196.15												
536-90-3	272.15												
5360-81-6	363.15												
536693-97-7	427.15												
5367-32-8	322.15												
53685-77-1	313.15												
537-45-1	353.15												
537-47-3	397.15												
537-55-3	426.15												
537-98-4	446.15												
5370-25-2	368.15												
537013-51-7	351.15												
53715-89-2	311.65												
53716-82-8		500.15											
53723-88-9	440.15												
53744-31-3	399.15												
53780-45-3	339.15												
53788-52-6	507.65												
538-07-8	269.75	467.15											
538-32-9	422.15												
538-39-6	354.15												
538-43-2	331.15												
538-68-1	198.15												
538-74-9	322.15												
538-75-0	307.65												
538-86-3	220.15												
5381-25-9	448.15												
5381-99-7	311.15												
5382-16-1	361.15												
5383-82-4	566.15												
53857-58-2	401.15												
53882-81-8	346.15												
539-03-7	452.15												
539-82-2	182.15												
5391-88-8	310.15												
5392-10-9	423.15												
5392-12-1	357.15												
5392-82-5	303.15												
53924-05-3	331.15												
5393-99-7	366.15												
53937-02-3	469.15												
53939-30-3	343.15												
5394-18-3	352.15												
5394-63-8	280.15												
53944-32-4	345.65												
5395-04-0	318.15												
53957-33-8	314.15												
5396-38-3	291.15												
53960-11-5	496.65												
5398-11-8	390.15												
5398-36-7	450.15												
53981-24-1	411.15												
53985-41-4	415.65												
54-06-8	390.65												
54-11-5	194.26111						0.007	0.04	368.15				
54-20-6	526.15												
54-31-9	479.15												
54-85-3	445.15												
54-95-5	333.15												
54-96-6	492.15												
540-08-9	325.15												
540-09-0	340.15												
540-36-3	260.15												
540-37-4	336.15												
540-38-5	366.15												
540-51-2	193.15												
540-54-5	150.35	320.35											
540-63-6	232.15												
540-84-1	165.77	372.45							277.65		1.39145		
540-88-5	211.15	370.92778					0.015		295.37222				
5400-80-6	403.15												
5401-94-5	483.15												
5402-73-3	311.15												
54045-74-8	336.15												
54045-76-0	455.15												
5406-86-0	306.15												
54060-30-9	300.15												
5407-91-0	328.15												
54084-70-7		1403.15											
5409-31-4	441.15												
54094-09-6	407.65												
541-02-6	229.15	483.15											
541-05-9	338.15												
541-16-2	267.15												
541-35-5	388.15												
541-41-3	192.15												
541-46-8	409.15												
541-47-9	340.15												
541-59-3	365.15												
541-73-1	248.15												
541-85-5	216.48333	430.37222							332.03889				
541-88-8	331.15												
54127-69-4	432.15												
5413-85-4	418.15												
54144-19-3		353.15	23501000										
5417-17-4	344.15												
5417-63-0	508.15												
5418-51-9	463.15												
54189-93-4	542.15												
5419-55-6	214.15												
542-08-5	246.15												
542-18-7	229.15												
542-28-9	260.15												
542-50-7	351.15												
542-69-8	170.15												
542-76-7	222.15												
542-78-9	344.81667												
542-85-8	267.15												
542-88-1	231.48333	379.26111							292.03889				
542-91-6	141.15												
542-92-7	188.15	314.81667							298.15				
54211-46-0	402.15												
54230-60-3	384.15												
54231-32-2	364.15												
54231-33-3	377.15												
5424-19-1	311.15												
5424-21-5	319.15												
5428-54-6	391.15												
5428-89-7	508.15												
5429-28-7	467.15												
543-20-4	290.15												
543-27-1	193.15												
543-59-9	174.15												
543-90-8	529.15												
54322-32-6	385.15												
5436-01-1	491.15												
5436-21-5	190.15												
54369-12-9		1009.15							486.95		1.563		
5437-33-2	453.15												
5437-38-7	495.15												
5438-36-8	456.15												
5438-70-0	320.15												
54396-44-0	312.15												
544-00-3	229.15												
544-10-5	179.15												
544-13-8	244.15												
544-25-2	193.15												
544-40-1	193.15												
544-63-8	328.15	599.35											
544-76-3	291.3	559.94							408.15				
544-77-4	295.15												
544-85-4	343.15												
54401-85-3	292.15												
54413-85-3	475.65												
5444-01-9	316.15												
54443-89-9	335.15												
5445-26-1	337.15												
54454-12-5	295.15												
5446-02-6	321.15												
5448-47-5	417.15												
54509-71-6	304.15												
5451-39-8	392.15												
5452-35-7	255.15												
5452-37-9	225.15												
5453-67-8	394.15												
5455-59-4	464.15												
5457-28-3	453.15												
54589-41-2	355.15												
54591-63-8	487.15												
54591-65-0	402.15												
546-56-5	474.15												
546-88-3	361.15												
5460-06-0	396.15												
5460-29-7	347.15												
5460-31-1	423.15												
5460-79-7	318.15												
5462-71-5	424.15												
54624-57-6	471.15												
54629-13-9	457.15												
5464-79-9	429.15												
5465-65-6	371.15												
5466-88-6	447.15												
54665-47-3		383.25											
5467-74-3	557.15												
5469-19-2	345.15												
5469-66-9	364.15												
54696-05-8	365.15												
547-58-0	573.15												
547-63-7	188.15												
547-64-8		418.15		44700					322.15		1.413		
5470-18-8	374.15												
5470-66-6	429.15												
5470-70-2	307.15												
5470-95-1	372.15												
5470-96-2	341.15												
5471-51-2	355.15												
5471-63-6	408.15												
5471-81-8	334.15												
54714-10-2	513.15												
54714-11-3	500.15												
5472-13-9	367.15												
54788-17-9	330.15												
548-83-4	488.15												
54820-34-7	488.15												
54827-17-7	443.15												
5486-55-5	426.15												
54903-09-2	509.15												
54916-29-9	353.65												
54924-48-0	478.65												
54965-21-8	482.15												
54997-92-1	287.15												
55-21-0	400.15												
55-38-9	279.26111												
55-63-0	286.48333												
55-91-4	191.15												
55-98-1	388.65												
550-44-7	407.15												
55076-90-9	356.15												
55082-33-2	383.15												
551-06-4	329.15												
551-62-2	231.15												
551-92-8	410.15												
5511-18-2	460.15												
55135-66-5	370.15												
55142-16-0	320.15												
55144-92-8	364.15												
55150-29-3	351.15												
5518-52-5	335.15												
5519-23-3	370.15												
552-16-9	421.15												
552-30-7	440.15												
552-32-9	365.15												
552-41-0	322.15												
552-45-4	275.15												
552-79-4	360.15	524.35											
552-86-3	411.15												
552-89-6	318.15												
552-94-3	408.15												
5520-66-1	321.15												
55202-12-5	354.15												
5521-55-1	439.15												
5525-95-1	344.15												
5527-95-7	320.15												
55289-35-5	313.15												
553-17-3	360.15												
553-26-4	386.15												
553-53-7	435.15												
553-82-2	299.15												
553-86-6	323.15												
553-90-2	325.15												
553-94-6	283.15												
553-97-9	342.15												
55338-73-3	423.15												
5535-48-8	342.15												
5538-51-2	322.15												
554-00-7	334.15												
554-12-1	185.15												
554-14-3	210.15												
554-84-7	369.15												
554-95-0	648.15												
55440-54-5	333.15												
55440-55-6	366.15												
55489-15-1	522.15												
55496-02-1	373.4												
55499-43-9	493.15												
55499-44-0	479.15												
555-16-8	378.15												
555-21-5	389.15												
555-44-2	335.15												
555-66-8		700.65											
555-77-1	269.15												
55503-07-6	363.15												
55533-24-9	398.15												
55552-70-0	415.15												
556-02-5	585.15												
556-52-5	228.15								345.37222				
556-56-9	174.15												
556-61-6	305.15												
556-64-9	268.15												
556-67-2	291.15												
55690-60-3	469.15												
557-05-1	403.15								549.81667				
557-93-7	186.15												
557-98-2	135.15												
5570-18-3	462.15												
5570-19-4	423.15												
55700-98-6	366.15												
55703-82-7	434.15												
55715-03-2	404.15												
55737-66-1	407.15												
5575-48-4	236.15												
55750-62-4	442.15												
55758-02-6	371.15												
55758-32-2	425.15												
55776-17-5	404.15												
558-13-4	363.15	463.15											
558-17-8	235.15												
558-37-2	158.15												
5580-33-6	375.15												
5580-34-7	430.15												
55809-36-4	385.15												
5581-75-9	291.15												
55836-69-6	412.15												
55849-30-4	307.15												
5585-33-1	370.15												
55854-46-1	314.15												
5586-73-2	300.15												
5587-62-2	242.15										1.4226		
55875-42-8	348.65												
55877-79-7	373.15												
5589-96-8	300.15												
5591-70-8	445.15												
55912-20-4	336.15												
5598-13-0													4.31
56-05-3	493.15												
56-23-5	250.37222	349.81667									1.4607		2.64
56-25-7	491.15												
56-38-2	279.26111	648.15							473.15				
56-40-6	506.15												
56-41-7	568.15												
56-45-1	501.15												
56-49-5	453.15												
56-54-2	443.15												
56-55-3	431.15												
56-57-5	428.15												
56-75-7	424.15												
56-81-5	290.92778	563.15							433.15		1.66		
560-21-4		387.5											
5600-21-5	457.15												
56032-12-3	453.15												
56038-13-2	398.15												
5604-46-6	493.15												
561-27-3	443.15												
56107-02-9	378.15												
56108-12-4	446.15												
56131-49-8	375.15												
5614-37-9	133.15												
5617-70-9	338.15												
562-49-2	138.15												
56219-13-7	402.65												
5623-26-7	338.15												
5625-67-2	405.15												
56276-49-4	360.15												
56278-50-3	374.15												
563-12-2	260.92778								449.26111				
563-16-6		386.05											
563-46-2	136.15												
563-47-3	193.15												
563-78-0	116.15												
563-79-1	198.15												
563-80-4	180.92778	365.92778											
563-83-7	401.15												
56309-59-2	356.15												
56309-62-7	313.15												
56326-98-8	366.15												
56353-62-9	573.15												
564-00-1	254.15												
564-10-3	325.15												
56441-55-5	316.15												
56456-50-9	316.15												
56456-52-1	325.15												
56463-69-5	440.15												
56476-49-4	416.15												
565-59-3		362.93											
565-74-2	312.15												
565-75-3	163.15	386.5											
565-80-0	204.15												
56503-96-9	430.15												
56518-42-4	529.15												
56518-44-6	357.15												
56525-63-4	302.15												
5653-62-3	319.15												
56542-67-7	323.15												
56563-37-2	321.15												
56594-04-8	429.65												
566-88-1	403.15												
56621-48-8	494.15												
56661-83-7	550.15												
56675-37-7	347.15												
